timestamp,symbol,decision,approved,confidence,confidence_label,direction,data_quality_status,reasons,sector,account_balance,price,affordable_quantity,technical_score,fundamental_score,market_score,sector_score,momentum_score,news_score,sentiment_score,volume_score,risk_score,ml_probability,risk_reward_ratio,expected_value,estimated_cost,position_size,rejection_reason,market_regime,fundamental_risk,news_sentiment_class
2026-09-10 14:33:29.441758+00:00,AARTISURF.NS,NO TRADE,False,46.90391593376526,NO TRADE,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: ai signals aligned.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: market conditions acceptable.; Failed check: news credibility acceptable.,,1000000.0,500.8500061035156,,43.333333333333336,90.0,30.0,,40.0,,,25.0,67.56013824416567,,,,,,No risk assessment available (entry/stop/target could not be computed).,BULL_HIGH_VOL,20.0,
2026-09-10 14:33:30.791574+00:00,AARVI.NS,NO TRADE,False,48.52474141513652,NO TRADE,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: ai signals aligned.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,143.11000061035156,,35.0,90.0,42.211014946804504,,40.0,,,25.0,79.93656253458131,,,,,,No risk assessment available (entry/stop/target could not be computed).,SIDEWAYS_LOW_VOL,20.0,
2026-09-10 14:33:32.025237+00:00,AAVAS.NS,NO TRADE,False,53.147296104687165,NO TRADE,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: market conditions acceptable.,,1000000.0,1286.0999755859375,,45.0,76.0,36.938466324573405,,60.0,61.26261943969465,,55.0,74.17162631017997,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,55.0,POSITIVE
2026-09-10 14:33:33.563067+00:00,ABB.NS,NO TRADE,False,50.84998794832796,NO TRADE,DOWN,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,7329.0,,43.333333333333336,,47.40721184870893,,40.0,,,55.0,70.65577658357098,,,,,,No risk assessment available (entry/stop/target could not be computed).,BULL_LOW_VOL,,
2026-09-10 14:33:35.009475+00:00,ABBOTINDIA.NS,NO TRADE,False,40.913478456600714,NO TRADE,NONE,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,25260.0,,33.333333333333336,68.0,40.20141443691971,,25.0,,,10.0,68.38619647104237,,,,,,No risk assessment available (entry/stop/target could not be computed).,SIDEWAYS_LOW_VOL,20.0,
2026-09-10 14:33:36.170761+00:00,ABCAPITAL.NS,NO TRADE,False,55.46766696048408,NO TRADE,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,400.0,,46.666666666666664,68.0,53.51318723505813,,50.0,,,55.0,70.86793891763233,,,,,,No risk assessment available (entry/stop/target could not be computed).,SIDEWAYS_LOW_VOL,55.0,
2026-09-10 14:33:37.491687+00:00,ABFRL.NS,NO TRADE,False,50.660192137538445,NO TRADE,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: market conditions acceptable.; Failed check: news credibility acceptable.,,1000000.0,50.88999938964844,,48.333333333333336,64.0,39.105413542309584,,60.0,,,40.0,76.02051884023663,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,30.0,
2026-09-10 14:33:39.111308+00:00,ACC.NS,NO TRADE,False,45.920990249242045,NO TRADE,NONE,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,1253.0,,35.0,60.0,46.66167306333877,,40.0,,,40.0,67.84537187090213,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,35.0,
2026-09-10 14:33:40.525050+00:00,ACCELYA.NS,NO TRADE,False,44.27565661887939,NO TRADE,NONE,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: ai signals aligned.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,1118.0999755859375,,31.666666666666668,72.0,54.50362990560025,,40.0,,,10.0,67.48177454658432,,,,,,No risk assessment available (entry/stop/target could not be computed).,SIDEWAYS_LOW_VOL,10.0,
2026-09-10 14:33:43.057719+00:00,ACCURACY.NS,NO TRADE,False,41.00287361986548,NO TRADE,NONE,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: market conditions acceptable.; Failed check: news credibility acceptable.,,1000000.0,4.199999809265137,,38.333333333333336,57.0,34.1325775634155,,40.0,,,10.0,76.30257789336665,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,42.0,
2026-09-10 14:33:44.682935+00:00,ACE.NS,NO TRADE,False,60.881133634763685,WATCH,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: ai signals aligned.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,1121.199951171875,,46.666666666666664,82.0,65.24743116141994,,50.0,,,55.0,77.62837304514164,,,,,,No risk assessment available (entry/stop/target could not be computed).,BULL_HIGH_VOL,20.0,
2026-09-10 14:33:45.233090+00:00,ACRYSIL.NS,NO TRADE,False,0.0,NO TRADE,NONE,INVALID,"Data Quality [ACRYSIL.NS] as of 2026-09-10T14:33:45.232974+00:00: INVALID (score=0.00, threshold=0.70)
  [CRITICAL] provider_unavailable: No data returned for ACRYSIL.NS (2y/1d)",,1000000.0,,,,,,,,,,,,,,,,,"Data Quality [ACRYSIL.NS] as of 2026-09-10T14:33:45.232974+00:00: INVALID (score=0.00, threshold=0.70)
  [CRITICAL] provider_unavailable: No data returned for ACRYSIL.NS (2y/1d)",UNKNOWN,,
2026-09-10 14:33:46.773621+00:00,ADANIENT.NS,NO TRADE,False,59.321370988878535,WATCH,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.,,1000000.0,3077.199951171875,,56.666666666666664,60.0,60.064679017307455,,70.0,50.0,,55.0,72.83018264181689,,,,,,No risk assessment available (entry/stop/target could not be computed).,SIDEWAYS_HIGH_VOL,42.0,NEUTRAL
2026-09-10 14:33:48.215931+00:00,ADANIGREEN.NS,NO TRADE,False,53.95952333862154,NO TRADE,NONE,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,1299.0999755859375,,48.333333333333336,52.0,50.03528383059648,,70.0,,,55.0,74.29154526967515,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_HIGH_VOL,55.0,
2026-09-10 14:33:49.804772+00:00,ADANIPORTS.NS,NO TRADE,False,62.103180793342176,WATCH,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,1768.0,,53.333333333333336,72.0,70.0,,70.0,,,55.0,70.3586185053774,,,,,,No risk assessment available (entry/stop/target could not be computed).,SIDEWAYS_HIGH_VOL,30.0,
2026-09-10 14:33:51.255042+00:00,ADANIPOWER.NS,NO TRADE,False,63.771356147935336,WATCH,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,213.5,,56.666666666666664,82.0,65.32945718869006,,70.0,,,55.0,72.64888732917677,,,,,,No risk assessment available (entry/stop/target could not be computed).,SIDEWAYS_HIGH_VOL,30.0,
2026-09-10 14:33:51.561943+00:00,ADANITRANS.NS,NO TRADE,False,0.0,NO TRADE,NONE,INVALID,"Data Quality [ADANITRANS.NS] as of 2026-09-10T14:33:51.561850+00:00: INVALID (score=0.00, threshold=0.70)
  [CRITICAL] provider_unavailable: No data returned for ADANITRANS.NS (2y/1d)",,1000000.0,,,,,,,,,,,,,,,,,"Data Quality [ADANITRANS.NS] as of 2026-09-10T14:33:51.561850+00:00: INVALID (score=0.00, threshold=0.70)
  [CRITICAL] provider_unavailable: No data returned for ADANITRANS.NS (2y/1d)",UNKNOWN,,
2026-09-10 14:33:52.733486+00:00,ADFFOODS.NS,NO TRADE,False,64.98070701927124,WATCH,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,274.04998779296875,,56.666666666666664,82.0,66.60877813916655,,70.0,,,55.0,77.46969282804059,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,20.0,
2026-09-10 14:33:53.070697+00:00,ADORWELD.NS,NO TRADE,False,0.0,NO TRADE,NONE,INVALID,"Data Quality [ADORWELD.NS] as of 2026-09-10T14:33:53.070597+00:00: INVALID (score=0.00, threshold=0.70)
  [CRITICAL] provider_unavailable: No data returned for ADORWELD.NS (2y/1d)",,1000000.0,,,,,,,,,,,,,,,,,"Data Quality [ADORWELD.NS] as of 2026-09-10T14:33:53.070597+00:00: INVALID (score=0.00, threshold=0.70)
  [CRITICAL] provider_unavailable: No data returned for ADORWELD.NS (2y/1d)",UNKNOWN,,
2026-09-10 14:33:55.360190+00:00,ADSL.NS,NO TRADE,False,39.70168620635504,NO TRADE,NONE,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: ai signals aligned.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: market conditions acceptable.; Failed check: news credibility acceptable.,,1000000.0,98.54000091552734,,30.0,75.0,31.97582190552295,,25.0,,,10.0,75.7242573383236,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,20.0,
2026-09-10 14:33:56.715938+00:00,ADVENZYMES.NS,NO TRADE,False,60.92584095182824,WATCH,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,302.20001220703125,,56.666666666666664,69.0,58.952438083754345,,70.0,,,55.0,74.10173060468328,,,,,,No risk assessment available (entry/stop/target could not be computed).,SIDEWAYS_LOW_VOL,20.0,
2026-09-10 14:33:57.053454+00:00,AEGISCHEM.NS,NO TRADE,False,0.0,NO TRADE,NONE,INVALID,"Data Quality [AEGISCHEM.NS] as of 2026-09-10T14:33:57.053311+00:00: INVALID (score=0.00, threshold=0.70)
  [CRITICAL] provider_unavailable: No data returned for AEGISCHEM.NS (2y/1d)",,1000000.0,,,,,,,,,,,,,,,,,"Data Quality [AEGISCHEM.NS] as of 2026-09-10T14:33:57.053311+00:00: INVALID (score=0.00, threshold=0.70)
  [CRITICAL] provider_unavailable: No data returned for AEGISCHEM.NS (2y/1d)",UNKNOWN,,
2026-09-10 14:33:58.534030+00:00,AFFLE.NS,NO TRADE,False,57.54056148587054,NO TRADE,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: ai signals aligned.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,1594.0,,46.666666666666664,82.0,51.32578160934893,,50.0,,,55.0,76.29069058920689,,,,,,No risk assessment available (entry/stop/target could not be computed).,BULL_LOW_VOL,20.0,
2026-09-10 14:33:59.743608+00:00,AGARIND.NS,NO TRADE,False,40.905414674946826,NO TRADE,NONE,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: market conditions acceptable.; Failed check: news credibility acceptable.,,1000000.0,434.8500061035156,,38.333333333333336,60.0,31.00419648876303,,40.0,,,10.0,79.27535541613788,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,35.0,
2026-09-10 14:34:01.044886+00:00,AGROPHOS.NS,NO TRADE,False,40.52578444023767,NO TRADE,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: market conditions acceptable.; Failed check: news credibility acceptable.,,1000000.0,23.3700008392334,,38.333333333333336,69.0,30.0,,40.0,,,10.0,64.29613369027757,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_HIGH_VOL,10.0,
2026-09-10 14:34:02.269515+00:00,AHLEAST.NS,NO TRADE,False,41.700474568594394,NO TRADE,DOWN,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,135.85000610351562,,35.0,44.0,49.5083794999164,,40.0,,,10.0,76.77663216762949,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,55.0,
2026-09-10 14:34:03.607990+00:00,AHLUCONT.NS,NO TRADE,False,45.229152273388635,NO TRADE,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: ai signals aligned.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: market conditions acceptable.; Failed check: news credibility acceptable.,,1000000.0,591.0,,33.333333333333336,75.0,30.0,,25.0,,,40.0,79.59854554306064,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_HIGH_VOL,35.0,
2026-09-10 14:34:05.050294+00:00,AHLWEST.NS,NO TRADE,False,0.0,NO TRADE,NONE,INVALID,"Data quality gate failed for AHLWEST.NS: status=INVALID, score=0.75 (min required 0.70). [CRITICAL] zero_volume: 391 bar(s) (78.2%) with volume below 1.; [INFO] holiday_mismatch: 1 bar(s) fall on a date the configured calendar marks as a non-trading day. Not scored as an error: this system's built-in NSE holiday list only covers fixed-date national holidays (see data/market_calendar.py) and is deliberately incomplete for variable-date holidays -- this may just mean the calendar doesn't know about a legitimate special session or holiday.; Forced NO TRADE: this system never trades on data it cannot vouch for, regardless of what any other signal would have said.",,1000000.0,526.0,,,,,,50.0,,,,,,,,,,"Data quality gate failed for AHLWEST.NS: status=INVALID, score=0.75 (min required 0.70). [CRITICAL] zero_volume: 391 bar(s) (78.2%) with volume below 1.; [INFO] holiday_mismatch: 1 bar(s) fall on a date the configured calendar marks as a non-trading day. Not scored as an error: this system's built-in NSE holiday list only covers fixed-date national holidays (see data/market_calendar.py) and is deliberately incomplete for variable-date holidays -- this may just mean the calendar doesn't know about a legitimate special session or holiday.",BEAR_HIGH_VOL,,
2026-09-10 14:34:06.440038+00:00,AIAENG.NS,NO TRADE,False,44.81586098855287,NO TRADE,NONE,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,4130.0,,35.0,67.0,42.9142414211813,,40.0,,,25.0,73.30335972583312,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,20.0,
2026-09-10 14:34:08.777294+00:00,AIRAN.NS,NO TRADE,False,71.35814218417732,MODERATE,UP,DEGRADED,Failed check: news credibility acceptable.,,1000000.0,17.040000915527344,58486,65.0,84.0,70.0,,60.0,,,70.0,79.14865763313604,,3.125000000000001,7569.969470089448,398.48382940979,6878,Failed check: news credibility acceptable.,BULL_HIGH_VOL,20.0,
2026-09-10 14:34:10.115947+00:00,AJANTPHARM.NS,NO TRADE,False,53.0009250859994,NO TRADE,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: ai signals aligned.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: sufficient liquidity.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,3520.0,,46.666666666666664,82.0,52.05614761939579,,50.0,,,25.0,73.37259379641539,,,,,,No risk assessment available (entry/stop/target could not be computed).,BULL_LOW_VOL,20.0,
2026-09-10 14:34:11.470210+00:00,AJMERA.NS,NO TRADE,False,64.81898572176081,WATCH,UP,DEGRADED,No risk assessment available (entry/stop/target could not be computed).; Failed check: signal is directional.; Failed check: confidence sufficient.; Failed check: ai signals aligned.; Failed check: risk reward sufficient.; Failed check: expected value positive.; Failed check: positive edge after costs.; Failed check: stop loss logical.; Failed check: position size within limits.; Failed check: strong technical setup.; Failed check: news credibility acceptable.,,1000000.0,118.83000183105469,,56.666666666666664,94.0,59.95304656183754,,70.0,,,55.0,76.5285860044724,,,,,,No risk assessment available (entry/stop/target could not be computed).,BEAR_LOW_VOL,20.0,
